dataset,feature,scoring_role,provider,model,semantic_relevance_mean,availability_mean,leakage_risk_mean,leakage_risk_std,prompt_count
german_credit,savings_status,llm_only,deepseek,deepseek-v4-flash,0.8,1.0,0.0,0.0,5
german_credit,service_path_code,llm_only,deepseek,deepseek-v4-flash,0.0,1.0,0.0,0.0,5
german_credit,workflow_bucket_id,llm_only,deepseek,deepseek-v4-flash,0.0,1.0,0.0,0.0,5
heart,case_resolution_type,lasfs,deepseek,deepseek-v4-flash,0.0,0.0,1.0,0.0,30
heart,final_outcome_flag,lasfs,deepseek,deepseek-v4-flash,0.3333333333333333,0.0,1.0,0.0,30
heart,outcome_verification_score,lasfs,deepseek,deepseek-v4-flash,0.26666666666666666,0.0,1.0,0.0,30
heart,post_decision_status,lasfs,deepseek,deepseek-v4-flash,0.0,0.0,1.0,0.0,30
heart,risk_review_code,lasfs,deepseek,deepseek-v4-flash,0.0,0.0,1.0,0.0,30
heart,workflow_bucket_id,lasfs,deepseek,deepseek-v4-flash,0.0,0.0,1.0,0.0,30
heart,confirmed_result_code,lasfs,deepseek,deepseek-v4-flash,0.6,0.06666666666666667,0.9666666666666667,0.04794633014853849,30
heart,followup_action_group,lasfs,deepseek,deepseek-v4-flash,0.26666666666666666,0.1,0.9666666666666667,0.04794633014853849,30
heart,service_path_code,lasfs,deepseek,deepseek-v4-flash,0.0,0.26666666666666666,0.9666666666666667,0.04794633014853849,30
heart,review_priority_index,lasfs,deepseek,deepseek-v4-flash,0.23333333333333334,0.1,0.9333333333333333,0.09589266029707691,30
heart,max_heart_rate,lasfs,deepseek,deepseek-v4-flash,0.8,0.6333333333333333,0.3333333333333333,0.4096536243633431,30
heart,ST_slope,lasfs,deepseek,deepseek-v4-flash,0.8,0.9,0.1,0.0,30
heart,chest_pain_type,lasfs,deepseek,deepseek-v4-flash,0.8333333333333334,0.8666666666666667,0.1,0.0,30
heart,oldpeak,lasfs,deepseek,deepseek-v4-flash,0.8,0.9,0.1,0.0,30
heart,cholesterol,lasfs,deepseek,deepseek-v4-flash,0.8666666666666667,0.9666666666666667,0.03333333333333333,0.04794633014853842,30
heart,exercise_angina,lasfs,deepseek,deepseek-v4-flash,0.9,0.9,0.03333333333333333,0.04794633014853842,30
heart,fasting_blood_sugar,lasfs,deepseek,deepseek-v4-flash,0.9,0.9333333333333333,0.03333333333333333,0.04794633014853842,30
heart,resting_bp_s,lasfs,deepseek,deepseek-v4-flash,0.8,0.9666666666666667,0.03333333333333333,0.04794633014853842,30
heart,resting_ecg,lasfs,deepseek,deepseek-v4-flash,0.8,0.9666666666666667,0.03333333333333333,0.04794633014853842,30
heart,ST_slope,llm_only,deepseek,deepseek-v4-flash,0.9,1.0,0.0,0.0,5
heart,age,lasfs,deepseek,deepseek-v4-flash,0.8,1.0,0.0,0.0,30
heart,age,llm_only,deepseek,deepseek-v4-flash,0.7,1.0,0.0,0.0,5
heart,case_resolution_type,llm_only,deepseek,deepseek-v4-flash,0.0,1.0,0.0,0.0,5
heart,chest_pain_type,llm_only,deepseek,deepseek-v4-flash,0.9,1.0,0.0,0.0,5
heart,cholesterol,llm_only,deepseek,deepseek-v4-flash,0.8,1.0,0.0,0.0,5
heart,confirmed_result_code,llm_only,deepseek,deepseek-v4-flash,0.9,1.0,0.0,0.0,5
heart,exercise_angina,llm_only,deepseek,deepseek-v4-flash,0.9,1.0,0.0,0.0,5
heart,fasting_blood_sugar,llm_only,deepseek,deepseek-v4-flash,0.8,1.0,0.0,0.0,5
heart,final_outcome_flag,llm_only,deepseek,deepseek-v4-flash,0.0,1.0,0.0,0.0,5
heart,followup_action_group,llm_only,deepseek,deepseek-v4-flash,0.0,1.0,0.0,0.0,5
heart,max_heart_rate,llm_only,deepseek,deepseek-v4-flash,0.8,1.0,0.0,0.0,5
heart,oldpeak,llm_only,deepseek,deepseek-v4-flash,0.9,1.0,0.0,0.0,5
heart,outcome_verification_score,llm_only,deepseek,deepseek-v4-flash,0.0,1.0,0.0,0.0,5
heart,post_decision_status,llm_only,deepseek,deepseek-v4-flash,0.0,1.0,0.0,0.0,5
heart,resting_bp_s,llm_only,deepseek,deepseek-v4-flash,0.8,1.0,0.0,0.0,5
heart,resting_ecg,llm_only,deepseek,deepseek-v4-flash,0.6,1.0,0.0,0.0,5
heart,review_priority_index,llm_only,deepseek,deepseek-v4-flash,0.0,1.0,0.0,0.0,5
heart,risk_review_code,llm_only,deepseek,deepseek-v4-flash,0.0,1.0,0.0,0.0,5
heart,service_path_code,llm_only,deepseek,deepseek-v4-flash,0.0,1.0,0.0,0.0,5
heart,sex,lasfs,deepseek,deepseek-v4-flash,0.6,1.0,0.0,0.0,30
heart,sex,llm_only,deepseek,deepseek-v4-flash,0.5,1.0,0.0,0.0,5
heart,workflow_bucket_id,llm_only,deepseek,deepseek-v4-flash,0.0,1.0,0.0,0.0,5
telco_churn,case_resolution_type,lasfs,deepseek,deepseek-v4-flash,0.5333333333333333,0.0,1.0,0.0,30
telco_churn,final_outcome_flag,lasfs,deepseek,deepseek-v4-flash,0.3333333333333333,0.0,1.0,0.0,30
telco_churn,outcome_verification_score,lasfs,deepseek,deepseek-v4-flash,0.0,0.0,1.0,0.0,30
telco_churn,post_decision_status,lasfs,deepseek,deepseek-v4-flash,0.26666666666666666,0.0,1.0,0.0,30
telco_churn,confirmed_result_code,lasfs,deepseek,deepseek-v4-flash,0.5,0.06666666666666667,0.9666666666666667,0.04794633014853849,30
telco_churn,followup_action_group,lasfs,deepseek,deepseek-v4-flash,0.8,0.1,0.9666666666666667,0.04794633014853849,30
telco_churn,risk_review_code,lasfs,deepseek,deepseek-v4-flash,0.36666666666666664,0.16666666666666666,0.9666666666666667,0.04794633014853849,30
telco_churn,workflow_bucket_id,lasfs,deepseek,deepseek-v4-flash,0.3333333333333333,0.1,0.9666666666666667,0.04794633014853849,30
telco_churn,review_priority_index,lasfs,deepseek,deepseek-v4-flash,0.43333333333333335,0.1,0.9,0.08304547985374,30
telco_churn,service_path_code,lasfs,deepseek,deepseek-v4-flash,0.2,0.16666666666666666,0.9,0.14383899044561535,30
telco_churn,TotalCharges,lasfs,deepseek,deepseek-v4-flash,0.8,0.6333333333333333,0.36666666666666664,0.4573788389276996,30
telco_churn,Dependents,lasfs,deepseek,deepseek-v4-flash,0.43333333333333335,0.9666666666666667,0.03333333333333333,0.04794633014853842,30
telco_churn,DeviceProtection,lasfs,deepseek,deepseek-v4-flash,0.5666666666666667,0.9666666666666667,0.03333333333333333,0.04794633014853842,30
telco_churn,MultipleLines,lasfs,deepseek,deepseek-v4-flash,0.6,0.9666666666666667,0.03333333333333333,0.04794633014853842,30
telco_churn,OnlineSecurity,lasfs,deepseek,deepseek-v4-flash,0.8,0.9666666666666667,0.03333333333333333,0.04794633014853842,30
telco_churn,PaymentMethod,lasfs,deepseek,deepseek-v4-flash,0.7666666666666667,0.9666666666666667,0.03333333333333333,0.04794633014853842,30
telco_churn,StreamingMovies,lasfs,deepseek,deepseek-v4-flash,0.6333333333333333,0.9666666666666667,0.03333333333333333,0.04794633014853842,30
telco_churn,StreamingTV,lasfs,deepseek,deepseek-v4-flash,0.6666666666666666,0.9666666666666667,0.03333333333333333,0.04794633014853842,30
telco_churn,TechSupport,lasfs,deepseek,deepseek-v4-flash,0.8,0.9666666666666667,0.03333333333333333,0.04794633014853842,30
telco_churn,Contract,lasfs,deepseek,deepseek-v4-flash,0.8333333333333334,1.0,0.0,0.0,30
telco_churn,Contract,llm_only,deepseek,deepseek-v4-flash,1.0,1.0,0.0,0.0,5
telco_churn,Dependents,llm_only,deepseek,deepseek-v4-flash,0.3,1.0,0.0,0.0,5
telco_churn,DeviceProtection,llm_only,deepseek,deepseek-v4-flash,0.3,1.0,0.0,0.0,5
telco_churn,InternetService,lasfs,deepseek,deepseek-v4-flash,0.8,1.0,0.0,0.0,30
telco_churn,InternetService,llm_only,deepseek,deepseek-v4-flash,0.8,1.0,0.0,0.0,5
telco_churn,MonthlyCharges,lasfs,deepseek,deepseek-v4-flash,0.8666666666666667,1.0,0.0,0.0,30
telco_churn,MonthlyCharges,llm_only,deepseek,deepseek-v4-flash,0.8,1.0,0.0,0.0,5
telco_churn,MultipleLines,llm_only,deepseek,deepseek-v4-flash,0.5,1.0,0.0,0.0,5
telco_churn,OnlineBackup,lasfs,deepseek,deepseek-v4-flash,0.5,1.0,0.0,0.0,30
telco_churn,OnlineBackup,llm_only,deepseek,deepseek-v4-flash,0.6,1.0,0.0,0.0,5
telco_churn,OnlineSecurity,llm_only,deepseek,deepseek-v4-flash,0.8,1.0,0.0,0.0,5
telco_churn,PaperlessBilling,lasfs,deepseek,deepseek-v4-flash,0.6333333333333333,1.0,0.0,0.0,30
telco_churn,PaperlessBilling,llm_only,deepseek,deepseek-v4-flash,0.6,1.0,0.0,0.0,5
telco_churn,Partner,lasfs,deepseek,deepseek-v4-flash,0.5,1.0,0.0,0.0,30
telco_churn,Partner,llm_only,deepseek,deepseek-v4-flash,0.6,1.0,0.0,0.0,5
telco_churn,PaymentMethod,llm_only,deepseek,deepseek-v4-flash,0.8,1.0,0.0,0.0,5
telco_churn,PhoneService,lasfs,deepseek,deepseek-v4-flash,0.5,1.0,0.0,0.0,30
telco_churn,PhoneService,llm_only,deepseek,deepseek-v4-flash,0.3,1.0,0.0,0.0,5
telco_churn,SeniorCitizen,lasfs,deepseek,deepseek-v4-flash,0.6,1.0,0.0,0.0,30
telco_churn,SeniorCitizen,llm_only,deepseek,deepseek-v4-flash,0.6,1.0,0.0,0.0,5
telco_churn,StreamingMovies,llm_only,deepseek,deepseek-v4-flash,0.6,1.0,0.0,0.0,5
telco_churn,StreamingTV,llm_only,deepseek,deepseek-v4-flash,0.6,1.0,0.0,0.0,5
telco_churn,TechSupport,llm_only,deepseek,deepseek-v4-flash,0.8,1.0,0.0,0.0,5
telco_churn,TotalCharges,llm_only,deepseek,deepseek-v4-flash,0.9,1.0,0.0,0.0,5
telco_churn,case_resolution_type,llm_only,deepseek,deepseek-v4-flash,0.8,1.0,0.0,0.0,5
telco_churn,confirmed_result_code,llm_only,deepseek,deepseek-v4-flash,0.7,1.0,0.0,0.0,5
telco_churn,final_outcome_flag,llm_only,deepseek,deepseek-v4-flash,0.0,1.0,0.0,0.0,5
telco_churn,followup_action_group,llm_only,deepseek,deepseek-v4-flash,0.7,1.0,0.0,0.0,5
telco_churn,gender,lasfs,deepseek,deepseek-v4-flash,0.1,1.0,0.0,0.0,30
telco_churn,gender,llm_only,deepseek,deepseek-v4-flash,0.0,1.0,0.0,0.0,5
telco_churn,outcome_verification_score,llm_only,deepseek,deepseek-v4-flash,0.0,1.0,0.0,0.0,5
telco_churn,post_decision_status,llm_only,deepseek,deepseek-v4-flash,0.0,1.0,0.0,0.0,5
telco_churn,review_priority_index,llm_only,deepseek,deepseek-v4-flash,0.0,1.0,0.0,0.0,5
telco_churn,risk_review_code,llm_only,deepseek,deepseek-v4-flash,0.0,1.0,0.0,0.0,5
telco_churn,service_path_code,llm_only,deepseek,deepseek-v4-flash,0.0,1.0,0.0,0.0,5
telco_churn,tenure,lasfs,deepseek,deepseek-v4-flash,0.7,1.0,0.0,0.0,30
telco_churn,tenure,llm_only,deepseek,deepseek-v4-flash,0.9,1.0,0.0,0.0,5
telco_churn,workflow_bucket_id,llm_only,deepseek,deepseek-v4-flash,0.0,1.0,0.0,0.0,5
